latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.7391,26.9245,304.2,1.1,1.1,2002-01-02,2029,Terra,MODIS,59,6.2,270.3,13.7,N,0
37.1486,31.011,309.7,1.3,1.1,2002-01-10,0835,Terra,MODIS,69,6.2,275.7,19.9,D,0
37.1384,31.0088,359.9,1.3,1.1,2002-01-10,0835,Terra,MODIS,99,6.2,280.1,137.9,D,0
36.9507,40.0057,335.1,1,1,2002-01-12,0823,Terra,MODIS,89,6.2,284.9,40.3,D,0
36.9488,40.0172,315.9,1,1,2002-01-12,0823,Terra,MODIS,76,6.2,283.8,17.2,D,0
36.8801,40.0851,306.2,1.2,1.1,2002-01-19,0829,Terra,MODIS,63,6.2,287.1,10.1,D,0
37.4621,30.6585,302.3,1,1,2002-01-24,0848,Terra,MODIS,52,6.2,279.9,8.5,D,0
38.1665,40.6229,311.5,1,1,2002-01-30,0810,Terra,MODIS,71,6.2,284.8,11.1,D,0
38.1754,40.6248,335.9,1,1,2002-01-30,0810,Terra,MODIS,90,6.2,287.6,38.7,D,0
38.1739,40.6364,312.1,1,1,2002-01-30,0810,Terra,MODIS,72,6.2,285,11.7,D,0
40.6615,27.1802,300.5,2.5,1.5,2002-01-30,0948,Terra,MODIS,0,6.2,288.7,17.1,D,0
38.0865,40.6515,303.2,1.3,1.1,2002-02-01,0758,Terra,MODIS,55,6.2,287.5,7.7,D,0
37.683,39.1373,302.2,1.5,1.2,2002-02-02,0841,Terra,MODIS,37,6.2,287.9,5.2,D,0
37.8625,29.122,302.7,1.6,1.3,2002-02-03,0924,Terra,MODIS,53,6.2,288.6,9.8,D,0
38.2219,40.5634,304.8,1.2,1.1,2002-02-04,0828,Terra,MODIS,60,6.2,294.2,5.1,D,0
36.7277,36.2162,301.7,1,1,2002-02-04,0829,Terra,MODIS,34,6.2,290.6,4,D,0
36.8681,34.7649,303.1,1.1,1,2002-02-04,0829,Terra,MODIS,55,6.2,291.6,5,D,0
38.9588,38.8332,317.6,2.5,1.5,2002-02-07,0858,Terra,MODIS,0,6.2,290.8,56.4,D,0
41.2636,31.4273,300.8,1,1,2002-02-07,0858,Terra,MODIS,31,6.2,289.1,4.3,D,0
38.6799,39.8685,304.8,2.9,1.6,2002-02-07,0858,Terra,MODIS,60,6.2,284.7,32.3,D,0
38.9643,38.83,314.6,2.5,1.5,2002-02-07,0858,Terra,MODIS,0,6.2,291.2,47,D,0
37.4877,30.6894,300.7,1,1,2002-02-07,0859,Terra,MODIS,35,6.2,290.3,5.1,D,0
36.9606,35.0148,304.4,1.6,1.3,2002-02-07,0859,Terra,MODIS,59,6.2,292.2,9.1,D,0
37.4895,30.6776,302.6,1,1,2002-02-07,0859,Terra,MODIS,48,6.2,287.8,6.3,D,0
36.7848,39.5955,310.6,1.2,1.1,2002-02-08,0804,Terra,MODIS,68,6.2,292.8,11.4,D,0
40.2262,28.2974,303.8,1.4,1.2,2002-02-09,0846,Terra,MODIS,39,6.2,285.5,11.1,D,0
36.7894,39.6052,307.2,2,1.4,2002-02-09,0847,Terra,MODIS,59,6.2,295,14.7,D,0
36.787,39.5991,306.4,2,1.4,2002-02-09,0847,Terra,MODIS,45,6.2,295.2,12.7,D,0
41.2564,31.4155,301,1,1,2002-02-09,1951,Terra,MODIS,37,6.2,277,9.4,N,0
37.9546,41.21,303.8,1.5,1.2,2002-02-10,0751,Terra,MODIS,57,6.2,290.9,6.6,D,0
41.2648,31.4274,306.6,1.1,1,2002-02-14,0904,Terra,MODIS,48,6.2,291,7.1,D,0
39.7747,26.6832,303.5,1.1,1,2002-02-14,0904,Terra,MODIS,56,6.2,292.2,4.4,D,0
41.0457,28.8217,301.3,1,1,2002-02-14,0904,Terra,MODIS,45,6.2,289.2,3.2,D,0
40.6319,28.9957,301.1,1,1,2002-02-14,0904,Terra,MODIS,42,6.2,290.4,5,D,0
38.5441,28.0547,313.2,1,1,2002-02-14,0905,Terra,MODIS,73,6.2,292.2,10.2,D,0
38.7396,26.9292,302.3,1,1,2002-02-14,0905,Terra,MODIS,43,6.2,292.1,3.8,D,0
38.5425,28.066,305.4,1,1,2002-02-14,0905,Terra,MODIS,61,6.2,292.5,4.9,D,0
38.8988,38.6258,303.4,1.8,1.3,2002-02-17,0757,Terra,MODIS,56,6.2,284.5,16.6,D,0
41.2426,36.4632,301.3,1,1,2002-02-18,0839,Terra,MODIS,35,6.2,285.3,5.2,D,0
36.7835,39.6658,300.3,1.6,1.3,2002-02-18,0840,Terra,MODIS,17,6.2,288.4,7.5,D,0
37.9536,30.3263,317.8,1.2,1.1,2002-02-18,0840,Terra,MODIS,78,6.2,287.8,21.4,D,0
36.7841,39.637,304,2.2,1.4,2002-02-19,0745,Terra,MODIS,44,6.2,291,15.7,D,0
38.7057,39.7948,303.3,2.3,1.5,2002-02-19,0745,Terra,MODIS,56,6.2,289.2,15,D,0
36.786,39.6311,302.1,2.2,1.4,2002-02-19,0745,Terra,MODIS,47,6.2,290.5,14.6,D,0
38.6959,39.7856,307.3,2.3,1.5,2002-02-19,0745,Terra,MODIS,65,6.2,289,21.2,D,0
40.1665,28.3326,307.5,1.3,1.1,2002-02-19,0923,Terra,MODIS,65,6.2,284.9,10.4,D,0
39.3543,27.6183,304.8,1.3,1.1,2002-02-19,0923,Terra,MODIS,60,6.2,285.9,9.2,D,0
36.8049,39.6128,304.7,1.1,1.1,2002-02-20,0828,Terra,MODIS,51,6.2,294.1,4,D,0
38.8171,38.2419,305.3,1,1,2002-02-20,0828,Terra,MODIS,50,6.2,290.3,5.5,D,0
39.4671,30.7589,304.3,1,1,2002-02-23,0858,Terra,MODIS,59,6.2,291.8,4.4,D,0
41.2624,31.4275,302.9,1,1,2002-02-23,0858,Terra,MODIS,41,6.2,289.7,5.1,D,0
40.0711,32.5776,304.4,1.1,1,2002-02-23,0858,Terra,MODIS,59,6.2,292.6,4.1,D,0
40.0846,33.676,302.4,1.2,1.1,2002-02-23,0858,Terra,MODIS,52,6.2,287.1,5.7,D,0
39.4203,33.3888,311.9,1,1,2002-02-25,0846,Terra,MODIS,72,6.2,289.1,9.8,D,0
39.6161,32.6626,300.2,1.2,1.1,2002-02-27,0834,Terra,MODIS,30,6.2,278.5,6.9,D,0
36.7298,36.2119,308.4,1,1,2002-02-27,0834,Terra,MODIS,50,6.2,290.2,8.5,D,0
40.7579,35.5115,310.7,1.3,1.1,2002-03-01,0821,Terra,MODIS,70,6.2,292.7,10.9,D,0
36.8027,39.7089,307.7,1,1,2002-03-01,0822,Terra,MODIS,23,6.2,296.4,5.2,D,0
37.9895,41.771,300.6,1.2,1.1,2002-03-01,0822,Terra,MODIS,40,6.2,289.9,3.6,D,0
36.8063,39.7453,311,1,1,2002-03-01,0822,Terra,MODIS,49,6.2,296.8,8,D,0
41.0414,28.823,304.5,1,1,2002-03-02,0904,Terra,MODIS,59,6.2,291.1,4.1,D,0
39.4425,34.6245,309.3,1.7,1.3,2002-03-02,0904,Terra,MODIS,65,6.2,297.3,9.1,D,0
40.2142,34.4096,303.6,1.6,1.2,2002-03-02,0904,Terra,MODIS,54,6.2,291.5,6,D,0
39.4639,34.6377,307.6,2,1.4,2002-03-03,0809,Terra,MODIS,60,6.2,296.5,10.3,D,0
41.1689,40.9465,302.5,1.1,1,2002-03-03,0809,Terra,MODIS,49,6.2,289.3,3.9,D,0
39.6617,30.688,311.9,4.2,1.9,2002-03-03,0947,Terra,MODIS,40,6.2,295.9,55.9,D,0
39.6654,30.6949,312.7,4.2,1.9,2002-03-03,0947,Terra,MODIS,59,6.2,296.6,56.7,D,0
41.263,31.4242,310.7,1,1,2002-03-04,0852,Terra,MODIS,0,6.2,288.3,9.5,D,0
41.1029,34.4171,305.8,1.1,1,2002-03-04,0852,Terra,MODIS,62,6.2,287.3,6.9,D,0
38.7042,39.8021,310.8,2.3,1.5,2002-03-04,0852,Terra,MODIS,71,6.2,297.1,21.9,D,0
38.7073,39.7974,311.2,2.3,1.5,2002-03-04,0852,Terra,MODIS,71,6.2,296.8,21.2,D,0
39.7533,31.5827,311.7,1,1,2002-03-04,0852,Terra,MODIS,70,6.2,290.8,8.2,D,0
40.9502,37.1277,305,1.1,1,2002-03-06,0839,Terra,MODIS,60,6.2,294.9,5.3,D,0
40.5667,34.5896,306,1,1,2002-03-06,0839,Terra,MODIS,52,6.2,292.5,4.4,D,0
40.9675,33.9747,321.5,1,1,2002-03-06,0839,Terra,MODIS,81,6.2,296.3,16,D,0
41.3726,32.3555,302.9,1.1,1.1,2002-03-06,0839,Terra,MODIS,54,6.2,291.5,4.1,D,0
40.9658,33.9866,308.7,1,1,2002-03-06,0839,Terra,MODIS,59,6.2,295.1,5.3,D,0
38.2709,40.8582,308.4,1.8,1.3,2002-03-06,0840,Terra,MODIS,62,6.2,296.1,13.4,D,0
39.4043,37.7716,305.2,1.2,1.1,2002-03-06,0840,Terra,MODIS,54,6.2,290.9,6.4,D,0
38.6294,38.9967,319.1,1.4,1.2,2002-03-06,0840,Terra,MODIS,77,6.2,298.8,19.5,D,0
38.278,33.3651,311.8,1,1,2002-03-06,0840,Terra,MODIS,61,6.2,298.7,5.9,D,0
38.5785,31.5406,312.5,2.2,1.4,2002-03-07,0923,Terra,MODIS,49,6.2,296.9,17,D,0
40.6336,27.1634,306.3,1.2,1.1,2002-03-07,0923,Terra,MODIS,0,6.2,292.4,4.5,D,0
40.8834,38.2274,302.4,1,1,2002-03-08,0827,Terra,MODIS,52,6.2,284.9,2.7,D,0
41.1286,36.8257,331.4,1,1,2002-03-08,0827,Terra,MODIS,69,6.2,293.2,27,D,0
36.8319,39.7859,313.3,1.2,1.1,2002-03-08,0828,Terra,MODIS,54,6.2,302.2,6.9,D,0
38.1064,37.8759,317.7,1,1,2002-03-08,0828,Terra,MODIS,73,6.2,302,9.1,D,0
36.7919,39.7886,312.6,1.2,1.1,2002-03-08,0828,Terra,MODIS,41,6.2,300.1,7.5,D,0
39.7529,31.65,306.3,1.4,1.2,2002-03-09,0910,Terra,MODIS,57,6.2,296,6.5,D,0
39.5007,31.5392,307.8,1.4,1.2,2002-03-09,0910,Terra,MODIS,52,6.2,293,8.9,D,0
39.1765,30.9478,306.8,1.3,1.1,2002-03-09,0910,Terra,MODIS,62,6.2,295,6.7,D,0
39.5047,31.5349,305,1.4,1.2,2002-03-09,0910,Terra,MODIS,37,6.2,292.3,6.7,D,0
39.9003,33.1264,305.8,1.6,1.3,2002-03-09,0910,Terra,MODIS,61,6.2,291.2,10.4,D,0
40.1106,27.8038,305,1,1,2002-03-09,0910,Terra,MODIS,60,6.2,288.8,5.1,D,0
41.1038,40.7805,300,1,1,2002-03-10,0814,Terra,MODIS,12,6.2,289.1,4.4,D,0
38.2784,37.0614,313.4,1.2,1.1,2002-03-10,0815,Terra,MODIS,60,6.2,298.4,10.1,D,0
37.8336,40.5303,309.3,1,1,2002-03-10,0815,Terra,MODIS,46,6.2,299.3,3.9,D,0
40.3508,33.9897,310.8,1,1,2002-03-13,0845,Terra,MODIS,58,6.2,296.9,4,D,0
38.2554,35.1924,319.3,1.1,1.1,2002-03-13,0846,Terra,MODIS,76,6.2,303.8,10.9,D,0
39.9233,32.1048,310.5,1,1,2002-03-13,0846,Terra,MODIS,59,6.2,291.9,5.6,D,0
40.0273,32.2193,330.5,1,1,2002-03-13,0846,Terra,MODIS,85,6.2,297.6,24.6,D,0
39.6366,30.9246,315.7,1.5,1.2,2002-03-15,0833,Terra,MODIS,73,6.2,299.8,12.5,D,0
39.6382,30.9076,316.1,1.5,1.2,2002-03-15,0833,Terra,MODIS,73,6.2,300.2,13.3,D,0
41.9957,33.3298,306.7,1.2,1.1,2002-03-15,0833,Terra,MODIS,64,6.2,290.6,9.6,D,0
39.6335,30.9172,321.1,1.5,1.2,2002-03-15,0833,Terra,MODIS,78,6.2,300.1,22.5,D,0
40.6213,26.8421,302.7,1,1,2002-03-16,0916,Terra,MODIS,0,6.2,290.8,3.3,D,0
39.9,41.247,317.3,1.1,1,2002-03-17,0821,Terra,MODIS,78,6.2,279.7,17.6,D,0
39.902,41.235,301.4,1.1,1,2002-03-17,0821,Terra,MODIS,44,6.2,280.4,5.8,D,0
38.289,35.2616,315.4,1.2,1.1,2002-03-17,0822,Terra,MODIS,71,6.2,297.7,11.9,D,0
41.2563,31.4221,303.3,1.1,1,2002-03-18,0904,Terra,MODIS,0,6.2,289.3,7.1,D,0
38.6181,27.3649,300.2,1.5,1.2,2002-03-30,0929,Terra,MODIS,23,6.2,287.9,7.8,D,0
38.4982,27.0404,302.4,1.5,1.2,2002-03-30,0929,Terra,MODIS,30,6.2,288.3,5.9,D,0
39.5906,31.942,305.1,1.2,1.1,2002-04-03,0904,Terra,MODIS,58,6.2,290.7,5.8,D,0
40.2606,29.074,303.7,1,1,2002-04-03,0904,Terra,MODIS,57,6.2,282.2,5.2,D,0
40.2058,28.9458,300.8,1,1,2002-04-03,0904,Terra,MODIS,42,6.2,287.9,3,D,0
39.741,30.6476,303.8,1.1,1,2002-04-03,0904,Terra,MODIS,28,6.2,286.8,3.6,D,0
38.683,29.216,302.2,1,1,2002-04-03,0905,Terra,MODIS,27,6.2,289.8,2.7,D,0
38.7387,26.9557,306.8,1,1,2002-04-03,0905,Terra,MODIS,46,6.2,295.5,5.2,D,0
38.7419,26.9325,307.4,1,1,2002-04-03,0905,Terra,MODIS,56,6.2,293.8,5.8,D,0
38.7021,35.374,305.4,1.3,1.1,2002-04-05,0852,Terra,MODIS,14,6.2,287.6,5.8,D,0
38.9225,33.5716,304.9,1.1,1,2002-04-05,0852,Terra,MODIS,45,6.2,287.2,6.2,D,0
37.0798,37.4316,304.9,1.2,1.1,2002-04-07,0840,Terra,MODIS,26,6.2,290.3,5.8,D,0
37.5303,36.9893,302.2,1.2,1.1,2002-04-07,0840,Terra,MODIS,27,6.2,289.9,4.2,D,0
40.0987,29.5027,301.7,1.5,1.2,2002-04-08,0922,Terra,MODIS,48,6.2,289.4,7.8,D,0
40.2656,29.0718,300.4,1.4,1.2,2002-04-08,0922,Terra,MODIS,37,6.2,290.2,6.7,D,0
39.4943,31.0104,304.3,1.9,1.3,2002-04-08,0922,Terra,MODIS,59,6.2,288.9,11,D,0
41.295,27.9653,300.8,1.2,1.1,2002-04-08,0922,Terra,MODIS,17,6.2,285.5,5,D,0
38.462,27.3974,300.4,1.3,1.1,2002-04-08,0923,Terra,MODIS,36,6.2,288.6,4.2,D,0
38.4574,27.3663,301,1.3,1.1,2002-04-08,0923,Terra,MODIS,18,6.2,289.1,5.1,D,0
38.6229,27.3686,302.2,1.3,1.1,2002-04-08,0923,Terra,MODIS,25,6.2,290.9,5.7,D,0
38.8594,38.693,307.4,1,1,2002-04-09,0827,Terra,MODIS,65,6.2,292.5,5.3,D,0
39.4371,38.3137,321.9,1,1,2002-04-09,0827,Terra,MODIS,81,6.2,293.5,16.9,D,0
40.3471,33.9082,309.1,1.7,1.3,2002-04-10,0910,Terra,MODIS,68,6.2,292.7,12.5,D,0
39.5816,31.9436,310.1,1.4,1.2,2002-04-10,0910,Terra,MODIS,66,6.2,292.5,10.4,D,0
40.3512,33.8884,309.4,1.7,1.3,2002-04-10,0910,Terra,MODIS,68,6.2,294.6,12.8,D,0
37.814,29.2417,304.3,1.1,1.1,2002-04-10,0911,Terra,MODIS,26,6.2,287.4,4.6,D,0
37.8355,29.2007,303.2,1.1,1.1,2002-04-10,0911,Terra,MODIS,26,6.2,287.1,3.1,D,0
37.8046,29.2391,304.5,1.1,1.1,2002-04-10,0911,Terra,MODIS,28,6.2,284.8,4.8,D,0
37.8119,29.2543,305.9,1.1,1.1,2002-04-10,0911,Terra,MODIS,46,6.2,286.4,5.5,D,2
39.9761,32.5497,310.9,1.1,1,2002-04-12,0858,Terra,MODIS,39,6.2,296.6,3.6,D,0
37.8156,29.1797,312.9,1.2,1.1,2002-04-14,0846,Terra,MODIS,58,6.2,300.3,5.4,D,0
37.0809,37.4287,315.4,1.5,1.2,2002-04-14,0846,Terra,MODIS,68,6.2,296.8,13.5,D,0
40.2378,28.9622,306.7,1.4,1.2,2002-04-24,0923,Terra,MODIS,62,6.2,292.1,7.1,D,0
38.5004,27.0357,312.5,1.2,1.1,2002-04-24,0923,Terra,MODIS,54,6.2,294.6,8.4,D,0
38.6156,27.3742,310.2,1.3,1.1,2002-04-24,0923,Terra,MODIS,34,6.2,297.6,9.7,D,0
38.6181,27.3601,310.9,1.3,1.1,2002-04-24,0923,Terra,MODIS,61,6.2,296.5,10.6,D,0
37.1163,38.6409,303.5,1.1,1,2002-04-25,0828,Terra,MODIS,39,6.2,290,3.5,D,0
37.1144,38.6526,305.7,1.1,1,2002-04-25,0828,Terra,MODIS,56,6.2,289.8,4.9,D,0
37.9629,40.1724,303.7,1.2,1.1,2002-04-25,0828,Terra,MODIS,42,6.2,286.3,4.8,D,0
40.7262,29.9707,308,1.1,1.1,2002-04-26,0910,Terra,MODIS,43,6.2,294.3,5.2,D,0
40.7492,29.9503,310.1,1.1,1.1,2002-04-26,0910,Terra,MODIS,0,6.2,295.9,5,D,0
40.1013,29.4968,312.9,1.1,1,2002-04-26,0910,Terra,MODIS,58,6.2,298.6,7,D,0
40.2032,28.9414,307.8,1.1,1,2002-04-26,0910,Terra,MODIS,49,6.2,294.1,5.1,D,0
41.294,27.9659,310.2,1,1,2002-04-26,0910,Terra,MODIS,47,6.2,295.1,5,D,0
40.2367,28.9565,310.7,1.1,1,2002-04-26,0910,Terra,MODIS,45,6.2,294.9,4.8,D,0
38.6197,27.354,310.5,1,1,2002-04-26,0911,Terra,MODIS,43,6.2,297.6,6,D,0
38.2738,27.1966,307.7,1,1,2002-04-26,0911,Terra,MODIS,39,6.2,295.7,4.2,D,0
38.6795,29.2222,309.1,1.1,1.1,2002-04-26,0911,Terra,MODIS,50,6.2,291.7,6.9,D,0
37.809,29.2479,317,1.2,1.1,2002-04-26,0911,Terra,MODIS,76,6.2,292.8,13.8,D,2
38.7221,27.5884,311,1,1,2002-04-26,0911,Terra,MODIS,61,6.2,297.5,3.2,D,0
38.6774,29.2347,308.1,1.1,1.1,2002-04-26,0911,Terra,MODIS,11,6.2,292.3,6.6,D,0
38.7392,26.9347,314.9,1,1,2002-04-26,0911,Terra,MODIS,67,6.2,297.8,10.2,D,0
38.4576,27.4436,310.2,1,1,2002-04-26,0911,Terra,MODIS,64,6.2,297,5.2,D,0
37.7995,29.2454,311.5,1.2,1.1,2002-04-26,0911,Terra,MODIS,22,6.2,293.2,8.6,D,2
38.5012,27.041,313.8,1,1,2002-04-26,0911,Terra,MODIS,19,6.2,295.8,6,D,0
38.6179,27.3654,312.7,1,1,2002-04-26,0911,Terra,MODIS,52,6.2,298.6,7.7,D,0
38.4648,27.3978,308,1,1,2002-04-26,0911,Terra,MODIS,51,6.2,295.4,3.7,D,0
37.9643,40.1699,311,1,1,2002-04-27,0815,Terra,MODIS,41,6.2,297,3.9,D,0
40.2583,29.0768,318.1,1,1,2002-04-28,0858,Terra,MODIS,72,6.2,300,8.9,D,0
40.0977,29.4988,314.9,1,1,2002-04-28,0858,Terra,MODIS,59,6.2,301.9,5.6,D,0
39.9743,32.5537,314.1,1.1,1,2002-04-28,0858,Terra,MODIS,46,6.2,299.6,5.5,D,0
39.9764,32.541,313.8,1.1,1,2002-04-28,0858,Terra,MODIS,40,6.2,300.4,5,D,0
41.5801,32.4016,311,1.1,1,2002-04-28,0858,Terra,MODIS,69,6.2,297.7,6.2,D,0
37.8531,30.5336,310.3,1,1,2002-04-28,0859,Terra,MODIS,30,6.2,292.4,6,D,0
37.76,31.6754,312.9,1.1,1,2002-04-28,0859,Terra,MODIS,50,6.2,301.7,5.8,D,0
37.9826,32.6026,310.7,1.2,1.1,2002-04-28,0859,Terra,MODIS,61,6.2,293.7,7.1,D,0
37.8262,30.527,314.6,1,1,2002-04-28,0859,Terra,MODIS,58,6.2,296.4,8.2,D,0
37.8082,29.2459,313,1,1,2002-04-28,0859,Terra,MODIS,43,6.2,296.8,6,D,2
37.7479,30.3185,307.7,1,1,2002-04-28,0859,Terra,MODIS,55,6.2,296.3,4.7,D,0
39.9819,32.548,314.8,1,1,2002-04-30,0846,Terra,MODIS,58,6.2,301.1,4.6,D,0
37.0826,37.4307,313,1.5,1.2,2002-04-30,0846,Terra,MODIS,51,6.2,299.7,7.6,D,0
39.4169,37.8137,320.9,1.4,1.2,2002-04-30,0846,Terra,MODIS,74,6.2,305.1,14.1,D,0
39.4199,37.7979,320.1,1.4,1.2,2002-04-30,0846,Terra,MODIS,73,6.2,305.4,13.1,D,0
37.5354,36.9868,312.7,1.4,1.2,2002-04-30,0846,Terra,MODIS,34,6.2,298.1,6,D,0
40.4819,34.8635,310.6,1,1,2002-04-30,0846,Terra,MODIS,48,6.2,298.2,4.5,D,0
36.9836,35.1146,310.9,1.1,1.1,2002-04-30,0847,Terra,MODIS,51,6.2,297.4,3.9,D,0
36.2485,32.4982,311.5,1,1,2002-04-30,0847,Terra,MODIS,34,6.2,295.9,8.6,D,0
41.2566,31.4234,310.3,1.4,1.2,2002-05-02,0833,Terra,MODIS,0,6.2,298.1,10.5,D,0
41.0419,28.6373,309.7,1.1,1.1,2002-05-03,0916,Terra,MODIS,46,6.2,298,4.9,D,0
41.2877,27.9635,311.6,1.1,1,2002-05-03,0916,Terra,MODIS,24,6.2,299.1,4.2,D,0
40.1007,29.4966,315.1,1.3,1.1,2002-05-03,0916,Terra,MODIS,26,6.2,302.3,7,D,0
41.2174,27.8844,311.5,1.1,1,2002-05-03,0916,Terra,MODIS,23,6.2,299.5,4.2,D,0
41.2968,27.9661,312.8,1.1,1,2002-05-03,0916,Terra,MODIS,44,6.2,299,5,D,0
40.0999,29.502,316.2,1.3,1.1,2002-05-03,0916,Terra,MODIS,54,6.2,302.3,9,D,0
39.741,30.63,311.3,1.5,1.2,2002-05-03,0916,Terra,MODIS,46,6.2,299.3,8,D,0
39.7378,30.6464,312.3,1.5,1.2,2002-05-03,0916,Terra,MODIS,48,6.2,299.7,8.8,D,0
41.2773,27.6232,313.3,1,1,2002-05-03,0916,Terra,MODIS,43,6.2,300,4.5,D,0
40.2381,28.967,313.9,1.2,1.1,2002-05-03,0916,Terra,MODIS,63,6.2,300.5,7.2,D,0
40.2405,28.9534,315,1.2,1.1,2002-05-03,0916,Terra,MODIS,68,6.2,299.8,8.5,D,0
41.3373,27.4867,311.4,1,1,2002-05-03,0916,Terra,MODIS,48,6.2,300.9,3.8,D,0
38.2263,27.3154,314,1.1,1,2002-05-03,0917,Terra,MODIS,50,6.2,302,3.9,D,0
38.2725,27.1924,312.7,1.1,1,2002-05-03,0917,Terra,MODIS,44,6.2,300.7,5.7,D,0
37.8115,29.2455,316.5,1.4,1.2,2002-05-03,0917,Terra,MODIS,43,6.2,299.6,9.7,D,2
38.6158,27.3607,316.9,1.1,1,2002-05-03,0917,Terra,MODIS,23,6.2,302.9,9,D,0
38.4574,27.3696,315,1.1,1,2002-05-03,0917,Terra,MODIS,18,6.2,301.1,7.2,D,0
38.6766,29.2284,313.5,1.3,1.1,2002-05-03,0917,Terra,MODIS,56,6.2,298.2,8.7,D,0
38.4624,27.3968,314.4,1.1,1,2002-05-03,0917,Terra,MODIS,57,6.2,300.9,5.5,D,0
38.6793,29.214,313.8,1.3,1.1,2002-05-03,0917,Terra,MODIS,61,6.2,298.2,8.6,D,0
39.1259,37.2785,315.3,1.1,1,2002-05-04,0821,Terra,MODIS,56,6.2,303.4,6.3,D,0
38.8235,31.5165,314.2,2,1.4,2002-05-04,0822,Terra,MODIS,64,6.2,299.8,18.9,D,0
40.7687,32.2177,314.2,1.2,1.1,2002-05-05,0904,Terra,MODIS,65,6.2,300.7,6.5,D,0
41.2641,31.4301,314.6,1.1,1,2002-05-05,0904,Terra,MODIS,0,6.2,300.8,10.2,D,0
40.0998,29.4999,319.1,1,1,2002-05-05,0904,Terra,MODIS,71,6.2,303.2,8.9,D,0
40.2388,28.9557,316.8,1,1,2002-05-05,0904,Terra,MODIS,65,6.2,302.2,6.4,D,0
40.2032,28.9468,312.7,1,1,2002-05-05,0904,Terra,MODIS,32,6.2,300.2,4.6,D,0
39.9813,32.5516,315.9,1.3,1.1,2002-05-05,0904,Terra,MODIS,67,6.2,302.2,7.8,D,0
37.8048,29.2468,320.3,1,1,2002-05-05,0905,Terra,MODIS,55,6.2,301.5,10.8,D,2
37.8247,30.5265,314.1,1.1,1.1,2002-05-05,0905,Terra,MODIS,27,6.2,300.2,7,D,0
41.5168,36.1094,306.7,1.2,1.1,2002-05-07,0851,Terra,MODIS,46,6.2,292.5,5.9,D,0
39.1746,37.7006,316,1.7,1.3,2002-05-07,0852,Terra,MODIS,62,6.2,298.9,21,D,0
39.9778,32.5438,316.5,1,1,2002-05-07,0852,Terra,MODIS,52,6.2,301.5,5,D,0
39.9126,32.7823,314.9,1,1,2002-05-07,0852,Terra,MODIS,51,6.2,300.8,5.8,D,0
37.7598,31.6799,315.7,1,1,2002-05-07,0852,Terra,MODIS,62,6.2,301.4,6.8,D,0
39.9518,32.8293,317.1,1,1,2002-05-07,0852,Terra,MODIS,47,6.2,300.1,7.4,D,0
40.0861,32.9754,316.5,1,1,2002-05-07,0852,Terra,MODIS,65,6.2,299.3,7.7,D,0
39.2374,37.1559,315.5,1.6,1.2,2002-05-07,0852,Terra,MODIS,58,6.2,297.2,15.9,D,0
39.1728,37.7141,318.2,1.7,1.3,2002-05-07,0852,Terra,MODIS,68,6.2,299.5,20.6,D,0
39.1708,37.7189,313.3,1.7,1.3,2002-05-07,0852,Terra,MODIS,46,6.2,298.2,14.8,D,0
39.976,32.5555,316.6,1,1,2002-05-07,0852,Terra,MODIS,61,6.2,300.1,5.2,D,0
40.0654,39.9251,314.7,1.5,1.2,2002-05-08,0756,Terra,MODIS,63,6.2,299.2,12.1,D,0
36.978,35.113,318.5,1,1,2002-05-09,0840,Terra,MODIS,70,6.2,307.4,5.4,D,0
37.0813,37.4293,315.6,1.2,1.1,2002-05-09,0840,Terra,MODIS,31,6.2,303.2,5.9,D,0
40.2096,28.2894,313,1.7,1.3,2002-05-09,0840,Terra,MODIS,53,6.2,299.3,10.2,D,0
40.2114,28.2693,324.5,1.7,1.3,2002-05-09,0840,Terra,MODIS,79,6.2,299.9,33.3,D,0
37.5312,36.9858,318.7,1.2,1.1,2002-05-09,0840,Terra,MODIS,35,6.2,302.4,8.1,D,0
40.0979,29.5042,313.7,1.5,1.2,2002-05-10,0922,Terra,MODIS,58,6.2,302.2,9.4,D,0
41.7061,26.4147,316,1.1,1,2002-05-10,0922,Terra,MODIS,50,6.2,305.2,7.2,D,0
41.278,27.5978,312.6,1.2,1.1,2002-05-10,0922,Terra,MODIS,58,6.2,299.2,6.1,D,0
41.2935,27.9734,312.8,1.2,1.1,2002-05-10,0922,Terra,MODIS,36,6.2,297,6.7,D,0
41.2233,27.7187,308.6,1.2,1.1,2002-05-10,0922,Terra,MODIS,35,6.2,297,3.9,D,0
41.2927,27.9672,313.9,1.2,1.1,2002-05-10,0922,Terra,MODIS,44,6.2,296.7,8,D,0
41.2376,27.9349,309,1.2,1.1,2002-05-10,0922,Terra,MODIS,49,6.2,297.2,4.9,D,0
38.6787,29.213,312.3,1.6,1.2,2002-05-10,0923,Terra,MODIS,46,6.2,300.9,6.7,D,0
39.6185,31.1156,316.6,1.7,1.3,2002-05-11,0827,Terra,MODIS,64,6.2,304.7,11.4,D,0
39.2855,37.8088,318.9,1,1,2002-05-11,0827,Terra,MODIS,68,6.2,302.3,8.5,D,0
37.1088,38.6445,318.3,1.1,1,2002-05-11,0828,Terra,MODIS,32,6.2,306.6,4.1,D,0
